Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
08/28/2021 00:17:14.298	WINWORD (0x7A0)	0x9A4	Microsoft Word	Netcost	bhh8w	Medium	State transition {"oldState":3,"newState":3,"transitionAllowed":true,"wasTransitioning":false}	
08/28/2021 00:17:14.298	WINWORD (0x7A0)	0x9A4	Microsoft Word	WebServiceApi	a9wui	Monitorable	[ServiceApi] ServiceStatus {"Message":"GetCost returned ncLow - checking the network power cost"}	
08/28/2021 00:17:14.299	WINWORD (0x7A0)	0x9A4	Microsoft Word	Netcost	bhh8w	Medium	State transition {"oldState":3,"newState":3,"transitionAllowed":true,"wasTransitioning":false}	
08/28/2021 00:17:14.299	WINWORD (0x7A0)	0x9A4	Microsoft Word	WebServiceApi	a9wuj	Monitorable	[ServiceApi] ServiceStatus {"Message":"GetCost returned ncLow - IgnoreUnrestrictedMetered specified - power cost check unnecessary"}	
08/28/2021 00:17:14.299	WINWORD (0x7A0)	0x9A4	Microsoft Word	Netcost	bhh8w	Medium	State transition {"oldState":3,"newState":3,"transitionAllowed":true,"wasTransitioning":false}	
08/28/2021 00:17:14.300	WINWORD (0x7A0)	0x9A4	Microsoft Word	Identity Authentication Client	bx8n0	Monitorable	Getting active profile before background tasks are complete	
08/28/2021 00:17:14.300	WINWORD (0x7A0)	0x2CD0	Microsoft Word	Netcost	bhh8w	Medium	State transition {"oldState":3,"newState":3,"transitionAllowed":true,"wasTransitioning":false}	
08/28/2021 00:17:14.300	WINWORD (0x7A0)	0x2CD0	Microsoft Word	Netcost	9rawf	Medium	Registered internet cost change listener	
08/28/2021 00:17:14.300	WINWORD (0x7A0)	0x2CD0	Microsoft Word	Netcost	bhh8w	Medium	State transition {"oldState":3,"newState":3,"transitionAllowed":true,"wasTransitioning":false}	
08/28/2021 00:17:14.305	WINWORD (0x7A0)	0x9A4	Microsoft Word	Licensing client validation	bbr5m	Medium	LIC::DoLicenseValidation - DoLicenseValidation Started in the specified mode {"DoLicValidationMode":1}	
08/28/2021 00:17:14.305	WINWORD (0x7A0)	0x9A4	Microsoft Word	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Licensing.Nul.Validation.QuickValidation","Flags":28147506277843201,"InternalSequenceNumber":32,"Time":"2021-08-28T00:17:14.305Z","Contract":"Office.System.Activity","Activity.CV":"QWBYYWqhdEW/m0JBLoVG2Q.1.12","Activity.Duration":32,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":false,"Data.Mode":0,"Data.AllAcids":""}	
